customer_id,age,tenure_months,monthly_charges,contract_type,num_support_calls,has_internet,churn
415,19,42,20.0,month-to-month,2,True,0
416,60,56,63.65,one-year,1,True,0
417,78,45,66.71,one-year,5,False,0
418,25,31,34.96,one-year,2,True,0
419,36,61,71.88,two-year,1,True,0
420,49,34,94.98,one-year,2,True,0
421,75,68,48.27,one-year,1,True,0
422,61,71,76.73,month-to-month,2,True,0
423,65,42,51.68,one-year,0,True,0
424,54,48,56.56,two-year,2,True,0
425,43,18,99.55,one-year,4,True,0
426,30,58,59.15,one-year,4,False,0
427,71,48,79.24,month-to-month,4,False,0
428,67,64,32.58,one-year,0,False,0
429,19,19,107.25,two-year,2,True,0
430,62,56,82.05,month-to-month,1,True,0
431,23,33,66.35,month-to-month,2,True,0
432,63,13,81.51,month-to-month,2,False,0
433,69,12,41.8,month-to-month,2,True,1
434,26,40,93.65,one-year,0,True,1
435,44,23,63.52,month-to-month,0,True,1
436,25,7,,month-to-month,0,True,0
437,53,30,60.17,one-year,3,False,0
438,75,47,58.39,one-year,3,True,0
439,23,22,83.89,one-year,3,True,0
440,42,68,75.12,one-year,0,True,0
441,78,56,83.03,one-year,3,True,0
442,36,36,69.82,one-year,2,True,0
443,26,67,80.26,one-year,1,False,0
444,48,31,61.62,month-to-month,5,True,0
445,49,10,114.59,one-year,2,True,1
446,59,2,38.64,month-to-month,1,True,1
447,37,67,95.22,month-to-month,0,True,0
448,77,69,97.36,month-to-month,3,True,0
449,50,53,52.96,two-year,1,True,0
450,35,7,114.59,one-year,2,False,0
451,77,21,89.91,month-to-month,0,True,0
452,75,2,89.42,one-year,0,True,0
453,48,3,70.56,month-to-month,2,True,0
454,19,17,65.66,one-year,0,True,0
455,55,41,65.81,two-year,1,True,0
456,52,4,77.81,one-year,6,False,1
457,27,70,98.02,one-year,0,True,0
458,57,32,73.63,month-to-month,1,False,0
459,70,18,51.77,month-to-month,4,True,1
460,24,37,86.49,two-year,2,True,0
461,62,56,88.42,one-year,3,True,0
462,26,22,83.09,month-to-month,2,True,0
463,64,3,84.91,month-to-month,1,False,0
464,43,3,64.58,month-to-month,0,True,0
465,18,61,51.42,month-to-month,1,True,0
466,77,8,52.64,month-to-month,1,True,0
467,28,45,37.29,month-to-month,2,False,0
468,54,27,74.74,two-year,0,True,0
469,29,55,68.33,month-to-month,2,True,0
470,75,4,61.2,month-to-month,3,True,1
471,63,64,20.0,month-to-month,1,False,0
472,67,50,45.05,month-to-month,1,True,0
473,44,32,92.42,two-year,3,True,0
474,46,14,,month-to-month,1,False,0
475,57,70,77.21,one-year,1,True,0
476,66,21,42.19,two-year,3,True,0
477,70,35,,month-to-month,1,True,0
478,19,28,67.12,one-year,4,True,0
479,59,16,75.8,two-year,1,True,0
480,24,29,116.52,month-to-month,1,True,1
481,35,10,100.33,month-to-month,2,True,0
482,69,0,63.87,two-year,0,True,0
483,33,20,58.14,two-year,0,True,0
484,67,8,63.49,month-to-month,2,True,0
485,46,29,80.2,one-year,2,True,0
486,32,62,67.9,month-to-month,1,True,0
487,38,11,62.1,two-year,1,True,0
488,50,0,99.34,month-to-month,0,True,0
489,65,7,67.72,month-to-month,3,True,0
490,55,36,115.99,one-year,3,True,0
491,75,19,,two-year,1,True,0
492,71,35,105.71,two-year,0,False,0
493,64,2,77.15,month-to-month,3,True,0
494,55,23,89.26,month-to-month,2,True,0
495,35,29,55.51,two-year,1,True,0
496,43,31,52.92,two-year,5,True,0
497,25,39,79.19,month-to-month,1,True,0
498,41,56,89.77,one-year,0,True,0
499,75,33,70.81,month-to-month,3,False,0
500,44,60,44.27,month-to-month,2,True,0
501,25,38,42.79,month-to-month,1,True,0
502,58,18,41.46,month-to-month,3,True,0
503,77,16,34.65,month-to-month,1,True,0
504,71,23,72.19,two-year,3,False,0
505,34,43,92.5,month-to-month,5,True,1
506,46,17,69.73,month-to-month,3,True,1
507,50,65,24.79,month-to-month,2,True,0
508,33,34,66.18,month-to-month,2,True,0
509,34,62,66.74,month-to-month,1,True,0
510,32,49,111.92,one-year,4,True,0
511,79,24,40.86,month-to-month,2,True,0
512,64,16,62.19,one-year,0,True,0
513,70,53,104.12,two-year,2,True,0
514,68,23,79.0,month-to-month,3,True,0
515,77,17,81.27,two-year,1,True,0
516,24,66,72.29,two-year,0,True,1
517,72,34,76.6,two-year,1,True,1
518,22,3,85.55,one-year,2,True,0
519,47,35,53.81,one-year,0,False,0
520,54,33,,one-year,4,True,0
521,40,62,42.54,one-year,2,True,0
522,27,51,76.57,month-to-month,2,True,0
523,29,13,73.57,two-year,3,True,0
524,69,10,57.67,one-year,2,False,0
525,37,43,69.55,one-year,1,True,0
526,37,3,57.55,month-to-month,0,True,0
527,75,22,48.57,month-to-month,3,False,1
528,26,9,62.93,month-to-month,3,True,1
529,74,1,47.92,month-to-month,0,True,0
530,75,66,76.46,month-to-month,1,True,0
531,55,6,47.0,month-to-month,2,True,1
532,28,0,84.24,month-to-month,2,True,1
533,27,67,46.37,month-to-month,3,True,0
534,35,13,58.67,month-to-month,1,True,1
535,53,58,57.51,two-year,2,True,0
536,27,2,96.5,month-to-month,2,True,0
537,46,11,76.61,month-to-month,2,True,1
538,25,7,65.77,month-to-month,2,True,1
539,51,50,79.97,month-to-month,0,True,0
540,19,44,27.86,month-to-month,1,True,0
541,61,34,69.14,one-year,6,True,1
542,21,17,109.95,two-year,3,True,0
543,30,6,72.65,month-to-month,2,True,0
544,28,40,71.36,one-year,2,True,0
545,69,16,80.96,month-to-month,1,True,0
546,21,42,87.91,month-to-month,5,True,0
547,44,49,30.05,month-to-month,2,True,0
548,54,61,,month-to-month,0,True,0
549,49,35,74.21,one-year,4,True,0
550,60,0,55.7,one-year,1,True,0
551,67,20,,one-year,1,False,0
552,42,61,63.7,month-to-month,2,True,0
553,69,38,31.31,one-year,3,True,0
554,37,44,44.64,month-to-month,3,False,0
555,79,32,20.0,month-to-month,1,False,0
556,49,11,65.32,month-to-month,2,True,0
557,63,64,66.23,one-year,1,True,0
558,72,55,61.51,two-year,2,False,0
559,67,71,91.58,month-to-month,1,True,1
560,70,61,93.97,one-year,0,True,0
561,51,20,66.59,one-year,1,True,0
562,20,18,27.31,two-year,3,True,0
563,48,17,82.35,month-to-month,2,True,0
564,29,66,81.11,one-year,1,True,0
565,73,40,76.19,one-year,0,True,0
566,32,32,89.63,two-year,3,True,1
567,32,69,46.7,month-to-month,1,True,0
568,33,43,110.18,two-year,3,False,0
569,57,65,50.81,month-to-month,3,True,0
570,53,70,84.98,two-year,2,False,0
571,76,5,36.25,month-to-month,1,False,0
572,43,26,51.39,month-to-month,2,True,0
573,35,52,,month-to-month,0,True,0
574,21,58,64.78,month-to-month,0,True,0
575,18,10,,month-to-month,0,False,0
576,41,22,74.74,month-to-month,2,True,1
577,75,39,67.9,month-to-month,4,True,0
578,50,57,97.28,month-to-month,3,True,0
579,73,8,65.27,one-year,3,True,0
580,24,43,34.39,two-year,2,True,0
581,23,21,53.94,one-year,4,True,0
582,69,15,81.02,month-to-month,1,True,1
583,24,37,77.91,month-to-month,1,True,0
584,21,29,38.66,two-year,1,True,0
585,43,45,,month-to-month,2,True,1
586,75,22,58.37,month-to-month,3,False,1
587,60,59,62.69,two-year,2,True,0
588,24,5,42.48,two-year,1,True,0
589,69,62,57.43,month-to-month,2,False,0
590,70,2,55.43,one-year,0,True,0
591,67,52,85.43,month-to-month,2,True,0
592,73,24,86.18,one-year,2,False,0
593,32,27,67.08,month-to-month,2,True,1
594,78,1,62.16,month-to-month,3,True,0
595,37,50,72.8,one-year,0,True,0
596,67,11,53.67,month-to-month,1,True,1
597,53,47,47.06,one-year,2,True,0
598,66,52,51.2,month-to-month,0,True,0
599,56,60,57.3,two-year,0,True,0
600,57,50,46.73,two-year,3,True,0
601,56,21,73.24,month-to-month,1,True,0
602,66,53,84.59,one-year,3,True,0
603,63,59,38.26,month-to-month,2,True,0
604,26,22,70.5,month-to-month,4,True,0
605,69,8,,month-to-month,1,True,1
606,51,64,76.83,two-year,2,False,0
607,38,10,69.74,two-year,3,True,0
608,49,42,40.93,two-year,1,True,0
609,77,17,44.75,two-year,0,True,0
610,71,9,70.59,two-year,1,True,0
611,69,55,90.58,month-to-month,2,False,0
612,46,10,25.72,two-year,6,True,0
613,66,48,76.91,one-year,1,True,0
614,41,49,93.79,month-to-month,1,True,0
615,60,4,66.94,one-year,2,True,0
616,57,12,81.0,month-to-month,1,True,0
617,33,57,55.94,month-to-month,3,False,1
618,34,36,67.61,month-to-month,1,True,0
619,21,8,37.58,month-to-month,3,True,0
620,26,71,23.11,month-to-month,3,True,0
621,44,19,88.86,two-year,4,True,1
622,47,0,50.3,one-year,1,True,1
623,28,66,60.89,month-to-month,3,True,0
624,43,1,42.27,month-to-month,3,True,1
625,55,39,41.8,month-to-month,1,True,0
626,32,71,66.52,month-to-month,3,False,0
627,38,41,55.41,two-year,4,True,1
628,40,42,77.56,month-to-month,0,False,0
629,49,27,79.05,one-year,0,True,0
630,40,9,76.42,one-year,2,True,0
631,63,41,74.77,one-year,1,True,0
632,38,64,101.56,two-year,1,True,0
633,44,6,48.65,month-to-month,1,True,0
634,41,63,68.9,two-year,1,True,0
635,29,29,,one-year,2,True,0
636,60,38,95.29,one-year,0,False,0
637,32,11,41.56,one-year,0,True,0
638,36,44,63.75,two-year,3,True,0
639,67,13,97.16,two-year,2,True,0
640,76,19,80.16,month-to-month,3,True,0
641,59,51,73.91,two-year,1,True,0
642,74,3,65.65,one-year,2,False,0
643,70,32,62.32,month-to-month,2,True,0
644,47,42,75.76,two-year,2,False,0
645,65,9,64.95,month-to-month,2,True,0
646,38,21,69.15,one-year,1,True,0
647,46,24,71.57,month-to-month,4,True,1
648,51,47,56.44,month-to-month,3,True,0
649,77,70,80.64,two-year,1,False,0
650,70,60,128.28,month-to-month,2,True,0
651,48,13,34.46,month-to-month,1,True,0
652,58,1,,month-to-month,3,True,0
653,30,3,54.8,month-to-month,2,True,1
654,67,42,81.55,two-year,2,True,0
655,52,11,70.93,two-year,2,False,0
656,51,16,85.24,month-to-month,3,True,0
657,65,61,93.51,one-year,5,True,0
658,57,62,73.85,month-to-month,1,True,0
659,22,60,92.64,one-year,3,True,0
660,35,18,,month-to-month,2,True,0
661,28,44,101.81,month-to-month,3,True,0
662,63,43,77.5,month-to-month,1,True,1
663,20,13,,one-year,3,True,0
